Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,
WW273,09/11/2011,15:03,Grab,Water,1,"Salinity, (ppt) - 00480",29.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP2 Narragansett Inn,,,
WW273,09/11/2011,15:03,,,,Secchi Depth - 00069,1.43,m,,0.1,m,0.1,m,,,,,,,,GSP2 Narragansett Inn,,,
WW273,09/11/2011,15:03,Grab,Water,0.2,Temperature - 00011,20,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP2 Narragansett Inn,,,
WW273,09/11/2011,15:03,Grab,Water,1,Temperature - 00011,20,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP2 Narragansett Inn,,,
WW273,06/12/2012,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP 2 Cove @ Narragansett Inn,,,
WW273,06/12/2012,,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP 2 (Narragansett Inn Cove) ,,,
WW273,06/12/2012,,Grab,Water,0.5,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP 2 (Narragansett Inn Cove) ,,,
WW273,06/12/2012,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.0025,mg/l,U,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,06/12/2012,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,06/12/2012,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.195,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,06/12/2012,,Grab,Water,1,pH - 00400,8.0,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,06/12/2012,,Grab,Water,1,"Phosphorus, Dissolved - 00666",15,ug/l,,4,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,06/12/2012,,Grab,Water,1,"Phosphorus, Total - 00665",32,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,06/12/2012,,Grab,Water,1,"Salinity, (ppt) - 00480",33.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP 2 Cove @ Narragansett Inn,,,
WW273,07/12/2012,,Grab,Water,0.5,Enterococci - 31639,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP 2 (Narragansett Inn Cove) ,,,
WW273,07/12/2012,,Grab,Water,0.5,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP 2 (Narragansett Inn Cove) ,,,
WW273,07/12/2012,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.0025,mg/l,U,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.070,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.24,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,pH - 00400,8.0,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,"Phosphorus, Dissolved - 00666",14,ug/l,,4,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,"Phosphorus, Total - 00665",37,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/12/2012,,Grab,Water,1,"Salinity, (ppt) - 00480",33,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,07/26/2012,8:20,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP 2 Cove @ Narragansett Inn,,,
WW273,07/26/2012,8:20,,,,"Depth to bottom from water surface at sampling location, meters - 82903",1.5,m,,0.1,m,0.1,m,,,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,07/26/2012,8:20,Grab,Water,1,Dissolved Oxygen - 00300,7.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,07/26/2012,8:20,Grab,Water,1,"Salinity, (ppt) - 00480",30.4,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,07/26/2012,8:20,Grab,Water,0.2,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,07/26/2012,8:20,Grab,Water,1,Temperature - 00011,21,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/13/2012,9:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",2.0,m,,0.1,m,0.1,m,,,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/13/2012,9:30,Grab,Water,1,Dissolved Oxygen - 00300,6.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/13/2012,9:30,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP 2 (Narragansett Inn Cove) ,,,
WW273,08/13/2012,9:30,Grab,Water,0.5,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP 2 (Narragansett Inn Cove) ,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.005,mg/l,0.005,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.095,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.26,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,08/13/2012,9:30,Grab,Water,1,pH - 00400,8.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Phosphorus, Dissolved - 00666",8,ug/l,,4,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Phosphorus, Total - 00665",32,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP 2 Narr Inn Cove ,,,
WW273,08/13/2012,9:30,Grab,Water,1,"Salinity, (ppt) - 00480",28.3,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/13/2012,9:30,Grab,Water,1,Temperature - 00011,23.7,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/13/2012,9:30,Grab,Water,0.2,Temperature - 00011,23.8,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/23/2012,9:25,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/23/2012,9:25,,,,"Depth to bottom from water surface at sampling location, meters - 82903",2.0,m,,0.1,m,0.1,m,,,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/23/2012,9:25,Grab,Water,1,Dissolved Oxygen - 00300,7.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/23/2012,9:25,Grab,Water,1,"Salinity, (ppt) - 00480",22.6,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/23/2012,9:25,Grab,Water,1,Temperature - 00011,22.4,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,08/23/2012,9:25,Grab,Water,0.2,Temperature - 00011,22.6,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP 2 Cove @ Narragansett Inn,,,
WW273,06/08/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,06/08/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,"Jules, Leah",Brooke,BI
WW273,06/08/2014,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,"Jules, Leah",Brooke,BI
WW273,06/08/2014,10:00:00 AM,Grab,Water,1,"Salinity, (ppt) - 00480",27.9,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,,GSP #2 Narr Inn Cove ,"Jules, Leah",Brooke,BI
WW273,06/08/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,"Jules, Leah",Brooke,BI
WW273,06/08/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,17.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,"Jules, Leah",Brooke,BI
WW273,06/22/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,8:25:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.6,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,Brooke,Leah,BI
WW273,06/22/2014,8:25:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,Brooke,Leah,BI
WW273,06/22/2014,,Grab,Water,0.5,Enterococci - 31639,2005,MPN/100ml,Z,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,Run on 6/23 - Actual value above 2005,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,0.5,Fecal Coliform - 74055,87,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,Run on 6/23,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.085,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.3,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,1,pH - 00400,8.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,1,"Phosphorus, Dissolved - 00666",10,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,,Grab,Water,1,"Phosphorus, Total - 00665",28,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,06/22/2014,8:25:00 AM,Grab,Water,1,"Salinity, (ppt) - 00480",28.3,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Ebb,GSP #2 Narr Inn Cove ,Brooke,Leah,BI
WW273,06/22/2014,8:25:00 AM,Composite,Water,,Secchi Depth - 00069,1.6,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,Brooke,Leah,BI
WW273,06/22/2014,8:25:00 AM,Grab,Water,1,Temperature - 00011,18.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,Brooke,Leah,BI
WW273,07/06/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,07/06/2014,7:52:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",1.1,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,Leah,BI
WW273,07/06/2014,7:52:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,Leah,BI
WW273,07/06/2014,7:52:00 AM,Grab,Water,1,"Salinity, (ppt) - 00480",27.1,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Ebb,GSP #2 Narr Inn Cove ,,Leah,BI
WW273,07/06/2014,7:52:00 AM,Composite,Water,,Secchi Depth - 00069,1.1,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,Leah,BI
WW273,07/06/2014,7:52:00 AM,Grab,Water,1,Temperature - 00011,20.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,,Leah,BI
WW273,07/07/2014,,Grab,Water,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP #2 Narr Inn Cove ,Re-test,,BI
WW273,07/07/2014,,Grab,Water,0.5,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP #2 Narr Inn Cove ,Re-test,,BI
WW273,07/20/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,8:25:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.9,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,8:25:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,0.5,Enterococci - 31639,31,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,0.5,Fecal Coliform - 74055,20,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.22,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,1,pH - 00400,8.1,S.U.,,1,S.U.,1,S.U.,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,1,"Phosphorus, Dissolved - 00666",9,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,,Grab,Water,1,"Phosphorus, Total - 00665",32,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,8:25:00 AM,Duplicate,Water,1,"Salinity, (ppt) - 00480",27.8,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,8:25:00 AM,Grab,Water,1,"Salinity, (ppt) - 00480",34.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,8:25:00 AM,Composite,Water,,Secchi Depth - 00069,3.9,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,07/20/2014,8:25:00 AM,Grab,Water,1,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,6.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Grab,Water,4,Dissolved Oxygen - 00300,6.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Grab,Water,4,"Salinity, (ppt) - 00480",27.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Grab,Water,1,"Salinity, (ppt) - 00480",27.7,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Flood,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Composite,Water,,Secchi Depth - 00069,4,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Grab,Water,4,Temperature - 00011,23.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/10/2014,2:15:00 PM,Grab,Water,1,Temperature - 00011,23.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,Run on 8/26 due to reagent shortage and delayed sample arrival,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,0.5,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,,,,Run on 8/26 due to reagent shortage and delayed sample arrival,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.22,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,pH - 00400,8.1,S.U.,,1,S.U.,1,S.U.,URIWW,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,"Phosphorus, Dissolved - 00666",16,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/24/2014,,Grab,Water,1,"Phosphorus, Total - 00665",30,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.9,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Grab,Water,2.5,Dissolved Oxygen - 00300,6.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,6.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Grab,Water,2.5,"Salinity, (ppt) - 00480",34.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,,,,Low,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Composite,Water,,Secchi Depth - 00069,2.9,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Grab,Water,1,Temperature - 00011,22.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,08/25/2014,2:50:00 PM,Grab,Water,2.5,Temperature - 00011,23.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,GSP #2 Narr Inn Cove ,,,BI
WW273,09/13/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,GSP #2 Narr Inn Cove ,,,BI
WW273,09/13/2014,4:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.9,m,,0.1,m,0.1,m,,,,,,,,GSP #2 Narr Inn Cove ,,J. Craynock,BI
WW273,09/13/2014,4:30:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,8.3,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,GSP #2 Narr Inn Cove ,,J. Craynock,BI
