WW_StaNumb,WW_Station,WBID,WB_Type,Site_DESCR,PARKING_ACCESS,Town,BorderTown,COUNTY,State,LAT_DD,LON_DD,ProjID,Year_added,Active,Status,DepthCode,MaxDepth_m,PublicAcce,LakeAcreag,sq__meter,HUC_8,HUC_10,HUC_12,HUC_10_NAME,HUC_12_NAME,Image,elevation_Feet,elevation_meters
92,WW92,RI0008039L-21,Reservoir ,The Reservoir (Camp Canonicus),,Exeter,,WASHINGTON,RI,41.540776,-71.522073,12,,,Not Active,S,,No,,,1090005,109000502,10900050201,Upper Pawcatuck River,Chipuxet River-Pawcatuck River,,133,40.5
93,WW93,RI0010044E-01A,Estuary,Narrow River 05 - Lacey Bridge.  (South Kingstown/Narragansett),"At intersection of Bridgetown Rd, limited parking on Lacey Lane",South Kingstown,"South Kingstown, Narragansett",WASHINGTON,RI,41.488384,-71.447304,12,1992,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,1.2,
94,WW94,RI0010044E-01A,Estuary,"Narrow River 06 - Mettatuxet Beach (Narragansett, South Kingstown)",,Narragansett,"South Kingstown, Narragansett",WASHINGTON,RI,41.475468,-71.448277,12,1992,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
95,WW95,RI0010044E-01A,Estuary,"Narrow River 07 - End of Narrows, (South Kingstown/Narragansett)",State lanch ramp and parking area at the end of  River St.,South Kingstown,"South Kingstown, Narragansett",WASHINGTON,RI,41.469,-71.448894,12,1992,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,0.3,
96,WW96,RI0010044E-01A,Estuary,Narrow River 08 - Middlebridge / Narrow River 20 - NW Middlebridge,"At the intersection of Middlebridge Rd., limited public parking at adjacent restaurant and marina",South Kingstown,"South Kingstown, Narragansett",WASHINGTON,RI,41.457969,-71.450764,12,1992,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
97,WW97,RI0010044E-01A,Estuary,"Narrow River 09 - Pettaquamscutt (Narragansett, South Kingstown)","Pettaquamscutt Cove, limited access from streets along South Kingstown side",Narragansett,"South Kingstown, Narragansett",WASHINGTON,RI,41.444172,-71.460867,12,1992,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
98,WW98,RI0010044E-01A,Estuary,Narrow River 10 - Sprague Bridge,At the intersection with Rte 1A at Sprague Bridge park,Narragansett,,WASHINGTON,RI,41.448594,-71.449317,12,1992,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,,
99,WW99,RI0010044E-01A,Stream or river,Narrow River 11 - Mettatuxet Brook,Mettatuxet Brook behind the basketball court in park at the corner of Woodbridge Rd and Tupelo Trail.,Narragansett,,WASHINGTON,RI,41.471008,-71.443617,12,1996,2016,Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,8,
100,WW100,RI0008039R-34,Stream or river,Queens River (Sherman Brook),,South Kingstown,,WASHINGTON,RI,41.517794,-71.604454,12,1999,2016,Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,120.7,
101,WW101,RI0008039R-21A,Stream or river,Queens River (Brownell's - Wm Reynold's Rd),,Exeter,,WASHINGTON,RI,41.562563,-71.547991,12,1999,2013,Not Active,S,,No,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,144.3,
102,WW102,RI0008039R-21C,Stream or river,Queens River #5 (Sand Bridge),,Exeter,,WASHINGTON,RI,41.543656,-71.564275,12,1990,2012,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,125.5,
103,WW103,RI0008039R-21C,Stream or river,Queens River (Mail Rd) #06b,"Queen 6 and Queen 7 replace the Eppley Preserve site after 1996, these sites bracket the Eppley property which had limited access, At the intersection with Mail Road",Exeter,,WASHINGTON,RI,41.538969,-71.568641,12,1999,2016,Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,119.8,
104,WW104,RI0008039R-39,Stream or river,Barber Pond-Mud Brook,,Exeter,,WASHINGTON,RI,41.512197,-71.557174,12,1990,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,174.6,
105,WW105,RI0007027R-02,Stream or river,Belleville Upper Pond Inlet @ RR Xing,,North Kingstown,,KENT,RI,41.571719,-71.486458,12,,2016,Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,54.1,
106,WW106,RI0007027R-02,Stream or river,Belleville Lower Pond Outlet @ Sluiceway,,North Kingstown,,KENT,RI,41.557497,-71.472726,12,,,Not Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,48.2,
107,WW107,RI0008040R-15,Stream or river,Boone Tributary #1/Roaring Brook,,Exeter,,WASHINGTON,RI,41.587845,-71.671288,12,,,Not Active,S,,,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,346.3,
108,WW108,RI0008040R-15,Stream or river,Boone Tributary #2/Roaring Brook,,Exeter,,WASHINGTON,RI,41.582932,-71.672485,12,,,Not Active,S,,,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,354,
109,WW109,RI0010044R-02,Stream or river,Carr Inlet (NK) Eastern,,North Kingstown,,KENT,RI,41.525384,-71.446401,12,,,Not Active,S,,Yes,,,1090004,109000409,10900040912,Narragansett Bay,Pettaquamscutt River-Frontal Atlantic Ocean,,11.8,
110,WW110,RI0006013L-01,Reservoir ,Flat River Reservoir @ Zeke's Bridge,,Coventry,,KENT,RI,41.66533,-71.618884,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
111,WW111,RI0006013L-01,Reservoir ,Flat River Reservoir @ Isle of Capri,,Coventry,,KENT,RI,41.672999,-71.607902,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,246.8,75.2
112,WW112,RI0006013R-02,Stream or river,Flat River @ Maple Valley,,Coventry,,KENT,RI,41.714721,-71.652406,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,268.7,
113,WW113,RI0002007R-10A,Reservoir ,Georgiaville @ Capron Pond/Woonasquatucket River,,Smithfield,,PROVIDENCE,RI,41.902792,-71.521688,12,1990,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,164.8,50.2
114,WW114,RI0002007R-03,Stream or river,Georgiaville @ Harris/Harris Brook,,Smithfield,,PROVIDENCE,RI,41.899054,-71.51003,12,1990,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,191.7,
115,WW115,RI0008039R-17,Stream or river,Pasquiset Tributary/Pasquisett Brook,,Charlestown,,WASHINGTON,RI,41.429549,-71.627942,12,,2014,Active,S,,No,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,88.5,
116,WW116,RI0007027R-07,Stream or river,Secret Lake-Oak Hill East/Oak Hill Brook,,North Kingstown,,KENT,RI,41.556219,-71.481173,12,1990,2016,Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,50.5,
117,WW117,RI0007027R-07,Stream or river,Secret Lake-Oak Hill West/Oak Hill Brook,,North Kingstown,,KENT,RI,41.556958,-71.48316,12,1990,2013,Not Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,50.8,
118,WW118,RI0007027L-03,Stream or river,Secret Lake-Shore Dr.,,North Kingstown,,KENT,RI,41.554202,-71.476051,12,1990,2016,Active,S,,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,50.2,
119,WW119,RI0008039R-05A,Stream or river,Chickasheen Brook @ Rte 2,,Exeter,,WASHINGTON,RI,41.52347,-71.553149,12,,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,214.7,
120,WW120,RI0008039R-05A,Stream or river,Chickasheen Brook @ Miskiania,,Exeter,,WASHINGTON,RI,41.520507,-71.571997,12,,2016,Active,S,,No,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,127,
121,WW121,RI0008039R-05B,Stream or river,Chickasheen Brook @ Barber Outlet,,South Kingstown,,WASHINGTON,RI,41.498685,-71.564969,12,,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,115.4,
122,WW122,RI0008039R-05B,Stream or river,Chickasheen Brook @ Rte 138,,South Kingstown,,WASHINGTON,RI,41.486348,-71.564517,12,,2016,Active,S,,Yes,,,1090005,109000502,10900050204,Upper Pawcatuck River,Usquepaug River-Pawcatuck River,,109.5,
123,WW123,RI0002007R-15,Stream or river,Slack's Tributary #1 (A - Northwest corner - culvert),,Smithfield,"Smithfield, Johnston",PROVIDENCE,RI,41.866375,-71.558561,12,,2012,Not Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,274,
124,WW124,RI0002007R-15,Stream or river,"Slack's Tributary #2 (B - SW cove - drainage from 36"" H x 6' wide concrete culvert))",,Johnston,"Smithfield, Johnston",PROVIDENCE,RI,41.859348,-71.557825,12,,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,274.8,
125,WW125,RI0002007R-15,Stream or river,"Slack's Tributary #3 (C - Outlet of stream crossing Windsor Ave., discharging into Southernmost cove)",,Johnston,"Smithfield, Johnston",PROVIDENCE,RI,41.855697,-71.556795,12,,2016,Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,274.4,
126,WW126,RI0002007R-15,Stream or river,"Slack's Tributary #4 (D - Southeast cove - 17"" concrete pipe discharge)",,Johnston,"Smithfield, Johnston",PROVIDENCE,RI,41.855578,-71.549621,12,,2012,Not Active,S,,Yes,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,273.6,
127,WW127,RI0001002R-32,Stream or river,Smith & Sayles @ Keech/Trib to S & S,,Glocester,,PROVIDENCE,RI,41.884496,-71.68814,12,,2016,Active,S,,Yes,,,1090003,109000302,10900030203,Lower Blackstone River,Chepachet River,,423.6,
128,WW128,RI0001002R-33,Stream or river,Smith & Sayles @ Balcom/Trib to S & S,,Glocester,,PROVIDENCE,RI,41.889509,-71.681274,12,,2016,Active,S,,Yes,,,1090003,109000302,10900030203,Lower Blackstone River,Chepachet River,,424,
129,WW129,RI0001002R-33,Stream or river,Smith & Sayles @ O'Donnel/Trib to S & S,,Glocester,,PROVIDENCE,RI,41.894446,-71.674377,12,,2014,Active,S,,Yes,,,1090003,109000302,10900030203,Lower Blackstone River,Chepachet River,,425.7,
130,WW130,RI0007037R-01,Stream or river,Stafford Pond Inlet-Upstream/Sucker Brook,,Tiverton,,NEWPORT,RI,41.656455,-71.161964,12,,,Not Active,S,,,,,1090004,109000408,10900040803,Lower Taunton River,Quequechan River,,202,
131,WW131,RI0007037R-02,Stream or river,Stafford Pond Inlet-Downstream/Sucker Brook,,Tiverton,,NEWPORT,RI,41.654926,-71.160345,12,,2012,Not Active,S,,Yes,,,1090004,109000408,10900040803,Lower Taunton River,Quequechan River,,204.5,
132,WW132,RI0007037L-01,Lake or Pond,Stafford Pond-Northeast(NE) Cove,,Tiverton,,NEWPORT,RI,41.650622,-71.1547,12,,2016,Active,S,,Yes,,,1090004,109000408,10900040803,Lower Taunton River,Quequechan River,,203.6,
133,WW133,RI0008039R-19,Stream or river,Watchaug Pond-Perry Healy Brook,,Charlestown,"Westerly, Charlestown",WASHINGTON,RI,41.380209,-71.704082,12,,2016,Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,36.5,
134,WW134,RI0003008L-02,Reservoir ,Barney Pond,Town launch/parking off of Rte 126,Lincoln,,PROVIDENCE,RI,41.896956,-71.417594,12,1991,1997,Not Active,S,4,Yes,24.1,96507.88,1090004,109000405,10900040501,Woonasquatucket River-Moshassuck River,Moshassuck River,,72,22
135,WW135,RI0005047L-03,Reservoir ,Bowdish Reservoir,,Glocester,,PROVIDENCE,RI,41.922877,-71.770632,12,1993,2016,Active,S,3.5,Yes,222.1,898808,1100001,110000103,11000010301,Fivemile River,Upper Fivemile River,,568.9,173.4
136,WW136,RI0008040L-15,Reservoir ,Breakheart Pond,"Within the Arcadia Management area, Frosty Hollow, then left on Austin Farm Rd.",Exeter,,WASHINGTON,RI,41.596494,-71.701839,12,1989,,Not Active,S,2.8,Yes,44.3243,177297.2,1090005,109000501,10900050101,Wood River,Upper Wood River,,233.9,71.3
137,WW137,RI0001003L-04,Reservoir ,Handy Pond (Rochambeau Pond),"State fishing access off of Old River Rd., walk-in with limited parking",Lincoln,,PROVIDENCE,RI,41.958625,-71.472036,12,1991,2007,Not Active,S,3.4,Yes,8.2,32617.59,1090003,109000302,10900030208,Lower Blackstone River,Peters River-Blackstone River,,191.3,58.3
138,WW138,RI0008039L-11,Lake or Pond,Larkin Pond,Adjacent to Rte 110 at Camp Hoffman (Girl Scouts of RI),South Kingstown,,WASHINGTON,RI,41.470014,-71.55785,12,1992,2007,Not Active,D,12,No,42.2,168655.4,1090005,109000502,10900050201,Upper Pawcatuck River,Chipuxet River-Pawcatuck River,,93.1,28.4
139,WW139,RI0003008L-01,Lake or Pond,Olney Pond,Public access and parking is available in Lincoln Woods State Park,Lincoln,,PROVIDENCE,RI,41.889017,-71.432644,12,1994,1995,Not Active,D,6,Yes,130.6,522261.9,1090004,109000405,10900040501,Woonasquatucket River-Moshassuck River,Moshassuck River,,197.9,60.3
140,WW140,RI0006017L-05,Reservoir ,Pleasure Pond (a Roger William Park Pond),,Providence,,PROVIDENCE,RI,41.784922,-71.411982,12,1993,,Not Active,S,2.7,Yes,37.1,,1090004,109000406,10900040609,Pawtuxet River,Pawtuxet River,,27.1,8.3
141,WW141,RI0008039R-18E,Stream or river,Pawcatuck River @ Potter Hill,Access off Rte 3,Hopkinton,,WASHINGTON,RI,41.416739,-71.797617,12,1988,2016,Active,S,4.5,Yes,63.9,255568.1,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,20.8,
142,WW142,RI0006017L-05,Reservoir ,Roosevelt Pond (a Roger William Park Pond),,Providence,,PROVIDENCE,RI,41.782844,-71.417313,12,1993,,Not Active,S,1.7,Yes,9.3,,1090004,109000406,10900040609,Pawtuxet River,Pawtuxet River,,27.1,8.3
143,WW143,RI0001003L-01,Reservoir ,Scott Pond,Public access from an industrial area side street off the Rte. 122 end of Front St.,Lincoln,,PROVIDENCE,RI,41.898391,-71.407028,12,1993,,Not Active,D,18,Yes,34.2,136898.8,1090003,109000302,10900030208,Lower Blackstone River,Peters River-Blackstone River,,70.9,21.6
144,WW144,RI0002007L-05,Reservoir ,Upper Sprague Reservoir,South of Mann School Rd.,Smithfield,,PROVIDENCE,RI,41.892947,-71.564222,12,1991,,Not Active,D,5,No,24.8,99164.81,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,318.4,97
145,WW145,RI0007037L-01,Lake or Pond,Stafford Pond,State boat launch/parking near the intersection of Rtes. 81 and 177,Tiverton,,NEWPORT,RI,41.643428,-71.154869,12,1992,2016,Active,D,7.3,Yes,485.7,1942969,1090004,109000408,10900040803,Lower Taunton River,Quequechan River,,203.6,62.1
146,WW146,RI0008039R-06B,Stream or river,Chipuxet River @ Wolf Rocks Rd.,,Exeter,,WASHINGTON,RI,41.505934,-71.531144,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050201,Upper Pawcatuck River,Chipuxet River-Pawcatuck River,,96.9,
147,WW147,RI0006013L-03,Reservoir ,Coventry Reservoir (Stump Pond),"Public access and parking at the entrance to Trestle Trail off Rte. 117, corner of Hill Farm and Philips Hill Rds.",Coventry,,KENT,RI,41.692767,-71.640317,12,1995,2016,Active,S,4,Yes,170,680141.3,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,300.1,91.5
148,WW148,RI0010043L-06,Lake or Pond,Wash Pond,Off Rte 1; no public access,South Kingstown,,WASHINGTON,RI,41.401111,-71.550853,12,1991,2016,Active,D,8,No,19.5,77869.78,1090005,109000504,10900050402,Frontal Block Island Sound,Point Judith Pond-Frontal Block Island Sound,,66.2,20.2
149,WW149,RI0005010L-01,Lake or Pond,Beach Pond,"State beach, Rte 165; CT side has state boat ramp off Rte 165",Exeter,,WASHINGTON,RI,41.577011,-71.788636,12,1995,2016,Active,D,19.7,Yes,394.8,1579382.22,1100001,110000106,11000010601,Pachaug River,Upper Pachaug River,,295.2,90
150,WW150,RI0005011L-01,Lake or Pond,Carbuncle Pond,State fishing access/parking area off Rte. 14,Coventry,,KENT,RI,41.697074,-71.771506,12,1994,2011,Not Active,D,7.3,Yes,39.4,,1100001,110000105,11000010501,Moosup River,Upper Moosup River,,341.3,104
151,WW151,RI0006016L-02,Reservoir ,J.L.Curran Reservoir (Fiskeville Reservoir),Off of Seven Mile Rd.,Cranston,,PROVIDENCE,RI,41.751282,-71.549102,12,1994,1994,Not Active,D,6.5,Yes,30.8,123094.2,1090004,109000406,10900040607,Pawtuxet River,North Branch Pawtuxet River,,327.2,99.7
152,WW152,RI0005047L-01,Reservoir ,Wakefield Pond,State launch ramp/parking available; no outboards in summer,Burrillville,,PROVIDENCE,RI,41.959444,-71.792458,12,,,Not Active,D,7,Yes,76,303966.2,1100001,110000103,11000010301,Fivemile River,Upper Fivemile River,,625.6,190.7
153,WW153,RI0002007L-08,Reservoir ,Woonasquatucket Reservoir-South end,"Off Rte.5, public access limited to Norhtern half",Smithfield,,PROVIDENCE,RI,41.892444,-71.538289,12,,,Not Active,S,4.1,No,,,1090004,109000405,10900040502,Woonasquatucket River-Moshassuck River,Woonasquatucket River,,206.5,62.9
154,WW154,RI0007025L-01,Lake or Pond,Gorton Pond,"Town launch/parking at Warwick Police Station, public beach, Alt. 1A",Warwick,,KENT,RI,41.705233,-71.460264,12,1995,2016,Active,D,12.7,Yes,59,235983.9,1090004,109000409,10900040903,Narragansett Bay,Greenwich Bay,,12.3,3.7
155,WW155,RI0005047L-04,Lake or Pond,Lake Washington,"Off Putnam Pike, Rte. 44",Glocester,,PROVIDENCE,RI,41.916622,-71.756942,12,1988,2005,Not Active,S,2,Yes,41.4,165545.9,1100001,110000103,11000010301,Fivemile River,Upper Fivemile River,,605,184.4
156,WW156,RI0010048E-02,Salt Pond,Quicksand Pond,Access through Goosewing Beach,Little Compton,,NEWPORT,RI,41.505196,-71.131313,12,1995,2014,Not Active,S,2.7,No,390,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,0.3,
157,WW157,RI0001001L-01,Lake or Pond,Wallum Pond,,Burrillville,,PROVIDENCE,RI,41.999523,-71.76595,12,1992,2016,Active,D,8.8,Yes,174.9,,1090003,109000302,10900030202,Lower Blackstone River,Clear River,,584.9,178.3
158,WW158,RI0001002L-09,Reservoir ,Slatersville Reservoir  - Upper,,North Smithfield,"Burrillville, North Smithfield",PROVIDENCE,RI,41.993045,-71.595605,12,,2012,Not Active,D,5.5,Yes,65.2,,1090003,109000302,10900030204,Lower Blackstone River,Branch River,,250.4,76.3
159,WW159,RI0010048E-01,Salt Pond,Briggs Marsh Pond,"Off Rte 77, limited access",Little Compton,,NEWPORT,RI,41.477207,-71.166859,12,1996,2016,Active,S,2,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,0.1,
160,WW160,RI0008040L-16,Lake or Pond,Eisenhower Lake,,West Greenwich,,KENT,RI,41.621048,-71.715856,12,1996,2008,Not Active,S,2,No,56,,1090005,109000501,10900050101,Wood River,Upper Wood River,,211.6,64.5
161,WW161,RI0006014L-04,Lake or Pond,Upper Dam Pond (Breezy Lake),"The pond is mid-way between Knotty Oak Rd. and Blackrock Rd., just south of Gervais Street.",Coventry,,KENT,RI,41.705822,-71.553466,12,1999,2013,Not Active,S,1.5,Yes,20.4,,1090004,109000406,10900040603,Pawtuxet River,South Branch Pawtuxet River,,266,81.1
162,WW162,RI0010045L-01,Stream or river,Saugatucket Inlet,,South Kingstown,,WASHINGTON,RI,41.464688,-71.490832,12,,,Not Active,S,,Yes,,,1090005,109000504,10900050401,Frontal Block Island Sound,Saugatucket River,,28.7,
163,WW163,RI0004009L-02,Stream or river,Slater Outlet-Ten Mile River,,Pawtucket,,PROVIDENCE,RI,41.870377,-71.342369,12,,,Not Active,S,,Yes,,,1090004,109000404,10900040401,Ten Mile River,Ten Mile River,,48.9,
164,WW164,RI0004009L-02,Lake or Pond,Slater Trib-Boathouse,,Pawtucket,,PROVIDENCE,RI,41.871434,-71.34479,12,,,Not Active,S,,Yes,,,1090004,109000404,10900040401,Ten Mile River,Ten Mile River,,58.3,17.8
165,WW165,RI0004009L-02,Reservoir ,Slater Trib-Friendship Garden,,Pawtucket,,PROVIDENCE,RI,41.870356,-71.347341,12,,,Not Active,S,,Yes,,,1090004,109000404,10900040401,Ten Mile River,Ten Mile River,,61.9,18.9
169,WW169,RI0010043E-05,Salt Pond,Potter Pond - Mid Pond (P3),,South Kingstown,,WASHINGTON,RI,41.383992,-71.531167,12,2008,2016,Active,S,,Yes,,,1090005,109000504,10900050402,Frontal Block Island Sound,Point Judith Pond-Frontal Block Island Sound,,-3.3,
170,WW170,RI0010048R-01,Stream or river,Quicksand @ Cole Bk./North Trib,,Little Compton,,NEWPORT,RI,41.520448,-71.137788,12,1995,2014,Not Active,S,,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,12.5,
171,WW171,RI0010048R-03,Stream or river,Quicksand @ East Trib/East of Cole Brook (Pottsville Brook),,Little Compton,,NEWPORT,RI,41.524173,-71.134466,12,1995,,Not Active,S,,Yes,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,29.9,
176,WW176,RI0006013R-09,Stream or river,Whaley #1,,Coventry,,KENT,RI,41.721991,-71.669919,12,,,Not Active,S,,No,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,310.7,
177,WW177,RI0006013R-09,Stream or river,Whaley #2,,Coventry,,KENT,RI,41.720158,-71.667154,12,,,Not Active,S,,No,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,292.5,
178,WW178,RI0006013R-09,Stream or river,Whaley #3,,Coventry,,KENT,RI,41.71917,-71.664684,12,,,Not Active,S,,Yes,,,1090004,109000406,10900040602,Pawtuxet River,Headwaters South Branch Pawtuxet River,,285.7,
179,WW179,RI0008040R-01,Stream or river,Acid Factory Brook - Eisenhower Trib. @ StubleBrook Rd,,West Greenwich,,KENT,RI,41.636925,-71.702661,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,484.1,
180,WW180,RI0006018L-03,Reservoir ,Simmons Reservoir-Upper,Accessible off of Simmons Lake Dr.,Johnston,,PROVIDENCE,RI,41.797692,-71.519769,12,,,Not Active,S,,,109,441108,1090004,109000406,10900040608,Pawtuxet River,Pocassett River,,291.7,88.9
181,WW181,RI0008040L-17,Lake or Pond,Tippencansett Pond,,West Greenwich,,KENT,RI,41.598397,-71.782523,12,,,Not Active,S,2.5,No,58.7,,1090005,109000501,10900050101,Wood River,Upper Wood River,,398.9,121.6
182,WW182,RI0006015L-02,Reservoir ,Ponagansett Reservoir,,Glocester,,PROVIDENCE,RI,41.872307,-71.74264,12,2005,2010,Not Active,S,9.2,No,,,1090004,109000406,10900040605,Pawtuxet River,Barden Reservoir-Ponaganset River,,644.2,196.3
183,WW183,RI0007029L-01,Lake or Pond,Melville Pond - Upper,,Portsmouth,,NEWPORT,RI,41.583778,-71.272747,12,1996,2016,Active,S,3.7,Yes,,,1090004,109000409,10900040907,Narragansett Bay,Upper East Passage,,132.4,40.3
184,WW184,RI0010048R-08,Stream or river,Briggs East Trib/Briggs Marsh Pond Tributaries,,Little Compton,,NEWPORT,RI,41.480113,-71.160393,12,1996,1998,Not Active,S,,,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,1.3,
185,WW185,RI0010048R-08,Stream or river,Briggs North Trib/Dundery Brook,,Little Compton,,NEWPORT,RI,41.48743,-71.170174,12,1996,2016,Active,S,,,,,1090002,109000205,10900020503,Sakonnet Point-Frontal Rhode Island Sound,Sakonnet Point-Frontal Rhode Island Sound,,11.5,
186,WW186,RI0008040R-16C,Stream or river,Wood River @ Woodville,,Richmond,,WASHINGTON,RI,41.460466,-71.718215,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050102,Wood River,Lower Wood River,,50,
187,WW187,RI0008040R-16A,Stream or river,Wood River @ Route 165,,Exeter,,WASHINGTON,RI,41.574001,-71.720675,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050101,Wood River,Upper Wood River,,120.3,
188,WW188,RI0001002R-23,Stream or river,Locustville/Dawley Brook,,Hopkinton,,WASHINGTON,RI,41.530355,-71.727524,12,,,Not Active,S,,Yes,,,1090005,109000501,10900050102,Wood River,Lower Wood River,,138.5,
189,WW189,RI0008038E-01B,Estuary,Tidal Pawcatuck River @ Avondale,,Westerly,,WASHINGTON,RI,41.333207,-71.839866,12,,,Not Active,D,,Yes,,,1090005,109000503,10900050303,Lower Pawcatuck River,Lower Pawcatuck River,,,
190,WW190,RI0007027L-01,Reservoir ,Annaquatucket Mill Pond,,North Kingstown,,KENT,RI,41.550503,-71.441316,12,2010,2016,Active,S,1,Yes,,,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,16.8,5.1
191,WW191,RI0008039R-13,Stream or river,Meadow Brook Inlet,,Richmond,,WASHINGTON,RI,41.443964,-71.690624,12,,,Not Active,S,,Yes,,,1090005,109000502,10900050205,Upper Pawcatuck River,Tomaquag Brook-Pawcatuck River,,54.1,
192,WW192,RI0007027E-07,Lake or Pond,Wesquage Pond #2,Bonnet Point Road cuts through the center of the pond,Narragansett,,WASHINGTON,RI,41.477417,-71.426467,12,1998,2012,Not Active,S,1.5,Yes,12.6,50466.34,1090004,109000409,10900040908,Narragansett Bay,Lower West Passage,,1.9,0.6
193,WW193,RI0008039R-21A,Stream or river,Queen River #1/Stony Lane,"At the intersection with Stony Lane, west of New Rd.",Exeter,,WASHINGTON,RI,41.595036,-71.544631,12,1990,1997,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,288.4,
194,WW194,RI0008039R-21A,Stream or river,Queen River #2/Golf Course (0.5 miles south of Victory Hwy),"0.5 miles south of Exeter Country Club, downstream of the golf course ponds",Exeter,,WASHINGTON,RI,41.571489,-71.545175,12,1990,1997,Not Active,S,,Yes,,,1090005,109000502,10900050202,Upper Pawcatuck River,Usquepaug River,,171.1,
