Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,
WW06,08/16/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.15,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Grab,Water,4.1,Dissolved Oxygen - 00300,0.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.13,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Grab,Water,4.1,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,23,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,08/16/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,23,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,08/23/2014,10:15:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5,m,,0.1,m,0.1,m,,,,,,,Normal,Boone Lake,Paul Donahue,,WD
WW06,08/23/2014,10:15:00 AM,Composite,Water,,Secchi Depth - 00069,2.44,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Paul Donahue,,WD
WW06,08/23/2014,10:15:00 AM,Grab,Water,4,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Paul Donahue,,WD
WW06,08/23/2014,10:15:00 AM,Grab,Water,0.1,Temperature - 00011,22.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Paul Donahue,,WD
WW06,08/23/2014,10:15:00 AM,Grab,Water,1,Temperature - 00011,23,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Paul Donahue,,WD
WW06,08/30/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.05,m,,0.1,m,0.1,m,,,,,,,Normal,Boone Lake,Paul Donahue,,WD
WW06,08/30/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.57,m,,0.1,m,0.1,m,,,,,,,"Widely scattered clouds, variable light conditions, no shadow to distinct shadow.",Boone Lake,Paul Donahue,,WD
WW06,08/30/2014,10:00:00 AM,Grab,Water,4,Temperature - 00011,20.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Paul Donahue,,WD
WW06,08/30/2014,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,22.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Paul Donahue,,WD
WW06,08/30/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,23,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Paul Donahue,,WD
WW06,09/06/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,,,WD
WW06,09/06/2014,10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Normal,Tony Zaharie,WD
WW06,09/06/2014,10:30:00 AM,Grab,Water,4.1,Dissolved Oxygen - 00300,0.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/06/2014,10:30:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.15,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/06/2014,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,3.11,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/06/2014,10:30:00 AM,Grab,Water,4.1,Temperature - 00011,21.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/06/2014,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/06/2014,10:30:00 AM,Grab,Water,1,Temperature - 00011,25.05,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/13/2014,9:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.05,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,09/13/2014,9:45:00 AM,Composite,Water,,Secchi Depth - 00069,2.38,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,09/13/2014,9:45:00 AM,Grab,Water,0.1,Temperature - 00011,21,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,09/13/2014,9:45:00 AM,Grab,Water,1,Temperature - 00011,21.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,09/13/2014,9:45:00 AM,Grab,Water,4,Temperature - 00011,21.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water,1,Alkalinity - 00410,8.3,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,,,WD
WW06,09/19/2014,9:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Normal,,WD
WW06,09/19/2014,9:45:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,09/19/2014,9:45:00 AM,Grab,Water,4,Dissolved Oxygen - 00300,7.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water,0.5,Enterococci - 31639,5.3,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,4,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,4,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.315,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,4,"Nitrogen, Total (unfiltered) - 00600",0.4,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water,4,pH - 00400,6.6,S.U.,,1,S.U.,1,S.U.,URIWW,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Replicate,Water,4,pH - 00400,6.7,S.U.,,1,S.U.,1,S.U.,URIWW,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water,1,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,4,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,1,"Phosphorus, Total - 00665",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,09/19/2014,,Grab,Water ,4,"Phosphorus, Total - 00665",11,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,09/19/2014,9:45:00 AM,Composite,Water,,Secchi Depth - 00069,3.01,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,09/19/2014,9:45:00 AM,Grab,Water,0.1,Temperature - 00011,18.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,09/19/2014,9:45:00 AM,Grab,Water,1,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,09/19/2014,9:45:00 AM,Grab,Water,4,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,09/27/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,,,WD
WW06,09/27/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.9,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/27/2014,10:00:00 AM,Grab,Water,3.9,Dissolved Oxygen - 00300,6.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/27/2014,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.2,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/27/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,3,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/27/2014,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/27/2014,10:00:00 AM,Grab,Water,3.9,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,09/27/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,18.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,Tony Zaharie,WD
WW06,10/04/2014,10:15:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,10/04/2014,10:15:00 AM,Composite,Water,,Secchi Depth - 00069,3.11,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,10/04/2014,10:15:00 AM,Grab,Water,0.1,Temperature - 00011,16,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/04/2014,10:15:00 AM,Grab,Water,4,Temperature - 00011,16.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/04/2014,10:15:00 AM,Grab,Water,1,Temperature - 00011,17,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/11/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.6,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Grab,Water,3.5,Dissolved Oxygen - 00300,7.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.16,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,15.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,16,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/11/2014,10:00:00 AM,Grab,Water,3.5,Temperature - 00011,16,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water,1,Alkalinity - 00410,7.45,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,1,Chloride - 00940,51,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,3.5,Chloride - 00940,55,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.45,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Grab,Water,3.5,Dissolved Oxygen - 00300,6.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water,0.5,Enterococci - 31639,6.4,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,3.5,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,3.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,3.5,"Nitrogen, Total (unfiltered) - 00600",0.38,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.415,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water,1,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water,3.5,pH - 00400,6.7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",4,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,3.5,"Phosphorus, Dissolved - 00666",6,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,1,"Phosphorus, Total - 00665",8,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,,Grab,Water ,3.5,"Phosphorus, Total - 00665",11,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.13,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Grab,Water,3.5,Temperature - 00011,17,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,17.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW06,10/18/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,17.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,,,WD
WW09,05/10/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",10.8,m,,0.1,m,0.1,m,,,,,,,Normal,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Grab,Water,9,Dissolved Oxygen - 00300,9.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,SECCHI DISAPPEARED RIGHT AT BOTTOM-,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,9.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,9.5,m,,0.1,m,0.1,m,,,,,,,SECCHI DISAPPEARED RIGHT AT BOTTOM-,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Grab,Water,9,Temperature - 00011,13,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,SECCHI DISAPPEARED RIGHT AT BOTTOM-,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,14,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/10/2014,10:00:00 AM,Grab,Water,1,Temperature - 00011,14,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Carr Pond (WG),Jeff Johnson,,PA
WW09,05/17/2014,,Grab,Water,1,Alkalinity - 00410,0.16,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Replicate,Water,1,Alkalinity - 00410,0.17,mg/L,,0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Duplicate,Water ,1,Chloride - 00940,6,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,1,Chloride - 00940,6,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,9,Chloride - 00940,7,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Carr Pond (WG),Trilogy,,PA
WW09,05/17/2014,10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",10.9,m,,0.1,m,0.1,m,,,,,,,,Carr Pond (WG),Normal,,PA
WW09,05/17/2014,10:30:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,8.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,10:30:00 AM,Grab,Water,9,Dissolved Oxygen - 00300,9.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Carr Pond (WG),RAIN ENDS JUST IN TIME,,PA
WW09,05/17/2014,,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100ml,U,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Duplicate,Water,0.5,Enterococci - 31639,0.1,MPN/100ml,U,1,MPN/100ml,1,MPN/100ml,URIWW,,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Duplicate,Water ,1,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,9,"Nitrate + Nitrite, Dissolved - 00631",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Duplicate,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,9,"Nitrogen, Ammonia Dissolved as N - 00608",0.19,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Duplicate,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.135,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,1,"Nitrogen, Total (unfiltered) - 00600",0.17,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water ,9,"Nitrogen, Total (unfiltered) - 00600",0.95,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Grab,Water,1,pH - 00400,5.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Carr Pond (WG),,,PA
WW09,05/17/2014,,Duplicate,Water,1,pH - 00400,5.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,,,,,Carr Pond (WG),,,PA
